"","userID","artistID"
"1",2,54
"2",2,58
"3",2,66
"4",2,71
"5",2,73
"6",2,76
"7",2,77
"8",2,85
"9",2,88
"10",2,89
"11",2,97
"12",3,105
"13",3,113
"14",3,124
"15",3,138
"16",3,139
"17",4,53
"18",4,64
"19",4,154
"20",4,156
"21",4,158
"22",4,163
"23",4,168
"24",4,170
"25",4,175
"26",4,178
"27",4,184
"28",4,192
"29",5,190
"30",5,196
"31",5,199
"32",5,202
"33",5,207
"34",5,208
"35",5,214
"36",5,220
"37",5,225
"38",5,234
"39",6,254
"40",6,257
"41",6,262
"42",6,276
"43",6,284
"44",7,257
"45",7,288
"46",7,291
"47",7,292
"48",7,300
"49",7,302
"50",7,303
"51",7,315
"52",7,317
"53",7,318
"54",7,322
"55",7,327
"56",7,330
"57",8,289
"58",8,296
"59",8,300
"60",8,336
"61",8,340
"62",8,348
"63",8,350
"64",8,352
"65",8,358
"66",8,360
"67",9,372
"68",9,381
"69",9,383
"70",9,386
"71",9,388
"72",9,398
"73",9,401
"74",9,415
"75",10,159
"76",10,421
"77",10,439
"78",10,443
"79",10,446
"80",10,447
"81",10,449
"82",10,450
"83",10,454
"84",11,294
"85",11,301
"86",11,325
"87",11,456
"88",11,460
"89",11,471
"90",11,473
"91",11,474
"92",12,230
"93",12,288
"94",12,333
"95",12,344
"96",12,487
"97",12,490
"98",12,497
"99",12,505
"100",12,509
"101",12,515
"102",12,517
"103",13,173
"104",13,295
"105",13,298
"106",13,344
"107",13,378
"108",13,466
"109",13,498
"110",13,536
"111",13,540
"112",13,542
"113",13,544
"114",14,553
"115",14,559
"116",14,560
"117",14,563
"118",14,564
"119",14,566
"120",14,567
"121",14,572
"122",14,573
"123",14,584
"124",14,589
"125",14,591
"126",14,597
"127",15,154
"128",15,203
"129",15,212
"130",15,233
"131",15,266
"132",15,599
"133",15,601
"134",15,608
"135",15,610
"136",15,615
"137",15,620
"138",15,626
"139",15,628
"140",15,632
"141",16,161
"142",16,532
"143",16,637
"144",16,640
"145",16,654
"146",16,655
"147",16,664
"148",16,667
"149",16,670
"150",16,674
"151",17,89
"152",17,344
"153",17,498
"154",17,528
"155",17,680
"156",17,688
"157",17,690
"158",17,691
"159",17,692
"160",17,704
"161",18,174
"162",18,705
"163",18,713
"164",18,716
"165",18,726
"166",18,735
"167",20,512
"168",20,746
"169",20,752
"170",20,753
"171",20,761
"172",20,768
"173",20,769
"174",20,770
"175",20,774
"176",20,777
"177",20,778
"178",21,67
"179",21,89
"180",21,299
"181",21,352
"182",21,461
"183",21,535
"184",21,660
"185",21,701
"186",21,787
"187",21,792
"188",21,794
"189",21,797
"190",22,503
"191",22,808
"192",22,809
"193",22,815
"194",22,818
"195",22,821
"196",22,825
"197",22,839
"198",22,843
"199",22,849
"200",23,159
"201",23,220
"202",23,227
"203",23,420
"204",23,852
"205",23,854
"206",23,861
"207",23,871
"208",23,873
"209",23,881
"210",23,884
"211",24,67
"212",24,89
"213",24,167
"214",24,257
"215",24,258
"216",24,340
"217",24,526
"218",24,890
"219",24,893
"220",24,897
"221",24,899
"222",24,905
"223",25,67
"224",25,302
"225",25,318
"226",25,325
"227",25,531
"228",25,910
"229",25,913
"230",25,916
"231",26,25
"232",26,707
"233",26,718
"234",26,919
"235",26,924
"236",26,930
"237",26,936
"238",26,937
"239",26,946
"240",26,956
"241",26,960
"242",27,152
"243",27,183
"244",27,463
"245",27,614
"246",27,641
"247",27,644
"248",27,701
"249",27,964
"250",27,976
"251",27,985
"252",27,990
"253",28,193
"254",28,366
"255",28,994
"256",28,996
"257",28,998
"258",28,999
"259",28,1016
"260",28,1030
"261",29,288
"262",29,302
"263",29,328
"264",29,472
"265",29,498
"266",29,531
"267",29,534
"268",29,537
"269",29,543
"270",29,908
"271",29,966
"272",29,1032
"273",29,1037
"274",29,1043
"275",29,1046
"276",30,288
"277",30,291
"278",30,300
"279",30,315
"280",30,321
"281",30,344
"282",30,793
"283",30,1047
"284",30,1048
"285",30,1052
"286",30,1055
"287",31,159
"288",31,757
"289",31,1001
"290",31,1062
"291",31,1071
"292",31,1077
"293",31,1081
"294",31,1085
"295",31,1087
"296",32,159
"297",32,493
"298",32,599
"299",32,808
"300",32,1099
"301",32,1100
"302",32,1104
"303",32,1105
"304",33,977
"305",33,1098
"306",33,1111
"307",33,1115
"308",33,1130
"309",33,1132
"310",33,1134
